3408201
984 984
(9999.9,0.1), (9999.9,9999.9)
(9999.8,0.1), (9999.9,0.1)
(9999.9,9999.9), (9999.8,9999.9)
(9999.8,0.1), (9999.8,40.9)
(9999.8,40.9), (2309.9,40.9)
(2309.9,40.9), (2309.9,41.1)
(2309.9,41.1), (9999.8,41.1)
(9999.8,41.1), (9999.8,163.9)
(9999.8,163.9), (1130.9,163.9)
(1130.9,163.9), (1130.9,164.1)
(1130.9,164.1), (9999.8,164.1)
(9999.8,164.1), (9999.8,169.9)
(9999.8,169.9), (731.9,169.9)
(731.9,169.9), (731.9,170.1)
(731.9,170.1), (9999.8,170.1)
(9999.8,170.1), (9999.8,186.9)
(9999.8,186.9), (365.9,186.9)
(365.9,186.9), (365.9,187.1)
(365.9,187.1), (9999.8,187.1)
(9999.8,187.1), (9999.8,215.9)
(9999.8,215.9), (7090.9,215.9)
(7090.9,215.9), (7090.9,216.1)
(7090.9,216.1), (9999.8,216.1)
(9999.8,216.1), (9999.8,226.9)
(9999.8,226.9), (638.9,226.9)
(638.9,226.9), (638.9,227.1)
(638.9,227.1), (9999.8,227.1)
(9999.8,227.1), (9999.8,287.9)
(9999.8,287.9), (3906.9,287.9)
(3906.9,287.9), (3906.9,288.1)
(3906.9,288.1), (9999.8,288.1)
(9999.8,288.1), (9999.8,293.9)
(9999.8,293.9), (145.9,293.9)
(145.9,293.9), (145.9,294.1)
(145.9,294.1), (9999.8,294.1)
(9999.8,294.1), (9999.8,341.9)
(9999.8,341.9), (4000.9,341.9)
(4000.9,341.9), (4000.9,342.1)
(4000.9,342.1), (9999.8,342.1)
(9999.8,342.1), (9999.8,388.9)
(9999.8,388.9), (1023.9,388.9)
(1023.9,388.9), (1023.9,389.1)
(1023.9,389.1), (9999.8,389.1)
(9999.8,389.1), (9999.8,390.9)
(9999.8,390.9), (540.9,390.9)
(540.9,390.9), (540.9,391.1)
(540.9,391.1), (9999.8,391.1)
(9999.8,391.1), (9999.8,470.9)
(9999.8,470.9), (264.9,470.9)
(264.9,470.9), (264.9,471.1)
(264.9,471.1), (9999.8,471.1)
(9999.8,471.1), (9999.8,491.9)
(9999.8,491.9), (97.9,491.9)
(97.9,491.9), (97.9,492.1)
(97.9,492.1), (9999.8,492.1)
