2991364
984 984
(9999.9,0.1), (9999.9,9999.9)
(9999.8,0.1), (9999.9,0.1)
(9999.9,9999.9), (9999.8,9999.9)
(9999.8,0.1), (9999.8,4.9)
(9999.8,4.9), (491.9,4.9)
(491.9,4.9), (491.9,5.1)
(491.9,5.1), (9999.8,5.1)
(9999.8,5.1), (9999.8,21.9)
(9999.8,21.9), (149.9,21.9)
(149.9,21.9), (149.9,22.1)
(149.9,22.1), (9999.8,22.1)
(9999.8,22.1), (9999.8,35.9)
(9999.8,35.9), (9705.9,35.9)
(9705.9,35.9), (9705.9,36.1)
(9705.9,36.1), (9999.8,36.1)
(9999.8,36.1), (9999.8,40.9)
(9999.8,40.9), (2038.9,40.9)
(2038.9,40.9), (2038.9,41.1)
(2038.9,41.1), (9999.8,41.1)
(9999.8,41.1), (9999.8,70.9)
(9999.8,70.9), (1443.9,70.9)
(1443.9,70.9), (1443.9,71.1)
(1443.9,71.1), (9999.8,71.1)
(9999.8,71.1), (9999.8,107.9)
(9999.8,107.9), (2669.9,107.9)
(2669.9,107.9), (2669.9,108.1)
(2669.9,108.1), (9999.8,108.1)
(9999.8,108.1), (9999.8,156.9)
(9999.8,156.9), (365.9,156.9)
(365.9,156.9), (365.9,157.1)
(365.9,157.1), (9999.8,157.1)
(9999.8,157.1), (9999.8,212.9)
(9999.8,212.9), (1163.9,212.9)
(1163.9,212.9), (1163.9,213.1)
(1163.9,213.1), (9999.8,213.1)
(9999.8,213.1), (9999.8,226.9)
(9999.8,226.9), (14.9,226.9)
(14.9,226.9), (14.9,227.1)
(14.9,227.1), (9999.8,227.1)
(9999.8,227.1), (9999.8,233.9)
(9999.8,233.9), (1181.9,233.9)
(1181.9,233.9), (1181.9,234.1)
(1181.9,234.1), (9999.8,234.1)
(9999.8,234.1), (9999.8,267.9)
(9999.8,267.9), (251.9,267.9)
(251.9,267.9), (251.9,268.1)
(251.9,268.1), (9999.8,268.1)
(9999.8,268.1), (9999.8,272.9)
(9999.8,272.9), (8847.9,272.9)
(8847.9,272.9), (8847.9,273.1)
(8847.9,273.1), (9999.8,273.1)
(9999.8,273.1), (9999.8,298.9)
(9999.8,298.9), (667.9,298.9)
(667.9,298.9), (667.9,299.1)
(667.9,299.1), (9999.8,299.1)
