5995727
984 984
(9999.9,0.1), (9999.9,9999.9)
(9999.8,0.1), (9999.9,0.1)
(9999.9,9999.9), (9999.8,9999.9)
(9999.8,0.1), (9999.8,14.9)
(9999.8,14.9), (5118.9,14.9)
(5118.9,14.9), (5118.9,15.1)
(5118.9,15.1), (9999.8,15.1)
(9999.8,15.1), (9999.8,74.9)
(9999.8,74.9), (8826.9,74.9)
(8826.9,74.9), (8826.9,75.1)
(8826.9,75.1), (9999.8,75.1)
(9999.8,75.1), (9999.8,147.9)
(9999.8,147.9), (7909.9,147.9)
(7909.9,147.9), (7909.9,148.1)
(7909.9,148.1), (9999.8,148.1)
(9999.8,148.1), (9999.8,157.9)
(9999.8,157.9), (7135.9,157.9)
(7135.9,157.9), (7135.9,158.1)
(7135.9,158.1), (9999.8,158.1)
(9999.8,158.1), (9999.8,176.9)
(9999.8,176.9), (3835.9,176.9)
(3835.9,176.9), (3835.9,177.1)
(3835.9,177.1), (9999.8,177.1)
(9999.8,177.1), (9999.8,191.9)
(9999.8,191.9), (4849.9,191.9)
(4849.9,191.9), (4849.9,192.1)
(4849.9,192.1), (9999.8,192.1)
(9999.8,192.1), (9999.8,224.9)
(9999.8,224.9), (7887.9,224.9)
(7887.9,224.9), (7887.9,225.1)
(7887.9,225.1), (9999.8,225.1)
(9999.8,225.1), (9999.8,228.9)
(9999.8,228.9), (504.9,228.9)
(504.9,228.9), (504.9,229.1)
(504.9,229.1), (9999.8,229.1)
(9999.8,229.1), (9999.8,232.9)
(9999.8,232.9), (7095.9,232.9)
(7095.9,232.9), (7095.9,233.1)
(7095.9,233.1), (9999.8,233.1)
(9999.8,233.1), (9999.8,255.9)
(9999.8,255.9), (9450.9,255.9)
(9450.9,255.9), (9450.9,256.1)
(9450.9,256.1), (9999.8,256.1)
(9999.8,256.1), (9999.8,256.9)
(9999.8,256.9), (5814.9,256.9)
(5814.9,256.9), (5814.9,257.1)
(5814.9,257.1), (9999.8,257.1)
(9999.8,257.1), (9999.8,283.9)
(9999.8,283.9), (6933.9,283.9)
(6933.9,283.9), (6933.9,284.1)
(6933.9,284.1), (9999.8,284.1)
(9999.8,284.1), (9999.8,295.9)
(9999.8,295.9), (7247.9,295.9)
(7247.9,295.9), (7247.9,296.1)
