42182373
860 860
(0, 0), (0, 1599.8)
(0, 2000), (0, 2599.8)
(0, 2700), (0, 2799.8)
(0, 2900), (0, 4599.8)
(0, 4700), (0, 5899.8)
(0, 6000), (0, 6499.8)
(0, 6600), (0, 7799.8)
(0, 8000), (0, 8199.8)
(0, 8300), (0, 8499.8)
(0, 8600), (0, 8999.8)
(0, 9100), (0, 10000)
(0.2, 2999.8), (0.2, 3100)
(0.2, 9899.8), (0.2, 9999.8)
(99.8, 99.8), (99.8, 300)
(99.8, 4700), (99.8, 4900)
(99.8, 9100), (99.8, 9200)
(100, 1599.8), (100, 2000)
(100, 2799.8), (100, 2900)
(100, 4599.8), (100, 4699.8)
(100, 5899.8), (100, 6000)
(100, 6499.8), (100, 6600)
(100, 7799.8), (100, 8000)
(100, 8199.8), (100, 8300)
(100, 8499.8), (100, 8600)
(199.8, 0), (199.8, 99.8)
(199.8, 599.8), (199.8, 2599.8)
(199.8, 2700), (199.8, 2800)
(199.8, 2899.8), (199.8, 2999.8)
(199.8, 3100), (199.8, 3200)
(199.8, 4599.8), (199.8, 4699.8)
(199.8, 4999.8), (199.8, 5100)
(199.8, 8899.8), (199.8, 8999.8)
(200, 100), (200, 300)
(200, 700), (200, 899.8)
(200, 1000), (200, 2599.8)
(200, 9100), (200, 9200)
(299.8, 499.8), (299.8, 599.8)
(299.8, 799.8), (299.8, 899.8)
(299.8, 2800), (299.8, 2899.8)
(299.8, 4900), (299.8, 4999.8)
(299.8, 5100), (299.8, 5300)
(299.8, 8199.8), (299.8, 8899.8)
(300, 0), (300, 100)
(300, 2599.8), (300, 2799.8)
(300, 4700), (300, 4899.8)
(300, 8300), (300, 8799.8)
(300, 9000), (300, 9100)
(399.8, 0), (399.8, 100)
(399.8, 8300), (399.8, 8500)
(400, 499.8), (400, 700)
(400, 799.8), (400, 1000)
(400, 2799.8), (400, 2999.8)
(400, 4599.8), (400, 4700)
(400, 5000), (400, 5300)
(400, 8799.8), (400, 9000)
(499.8, 5000), (499.8, 5100)
(500, 0), (500, 100)
(500, 2999.8), (500, 3200)
(500, 8199.8), (500, 8500)
